"","SPP","SEX","AGE","BIOYR","CALYR","MMDD","SAMPLE_MET","ANYPOSNO","Id","x","y"
"575","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16312,474374.734759055,4511471.16815799
"576","MD","M",">=2",2005,2005,1121,"Harvest","POS",16312,475000.59930934,4511111.203178
"577","MD","M",">=2",2005,2005,1205,"Harvest","NEG",16297,475027.915611327,4467078.3074789
"578","MD","M",">=2",2005,2005,1107,"Harvest","NEG",16303,475579.147183716,4486222.54609808
"579","MD","M",">=2",2005,2005,1108,"Harvest","NEG",16306,475371.144638449,4493448.72532234
"580","MD","F",">=2",2005,2005,1219,"Harvest","NEG",16294,475546.848256312,4459773.2659989
"581","MD","M",">=2",2005,2006,125,"Harvest","NEG",16296,476073.744042389,4464770.83796859
"582","MD","M",">=2",2005,2006,125,"Harvest","POS",16296,475343.420681156,4464662.56855521
"583","MD","F",">=2",2005,2006,109,"Harvest","NEG",16297,475770.934409812,4468566.87658182
"584","MD","F",">=2",2005,2006,127,"Harvest","NEG",16298,476223.365275316,4469842.17271551
"585","MD","M",">=2",2005,2005,1117,"Harvest","NEG",16452,475829.443141028,4485158.16566642
"586","MD","M",">=2",2005,2005,1117,"Harvest","NEG",16452,476287.047274925,4484845.12396879
"587","MD","M",">=2",2005,2005,1110,"Harvest","NEG",16453,476456.693443827,4487713.75514421
"588","MD","M","<1",2005,2005,1128,"Harvest","NEG",16464,476589.741842099,4520989.1362996
"589","MD","M",">=2",2005,2005,1118,"Harvest","NEG",16457,476627.385709606,4500118.20115428
"590","MD","F",">=2",2005,2005,909,"Harvest","NEG",16469,476538.391214073,4538319.76283199
"591","MD","F",">=2",2005,2006,131,"Harvest","NEG",16446,476548.973367698,4467978.71668469
"592","MD","M",">=2",2005,2005,1122,"Harvest","POS",16450,476651.650970869,4479706.43214475
"593","MD","F",">=2",2005,2005,1112,"Harvest","NEG",16451,477099.61710237,4483119.29743405
"594","MD","M",">=2",2005,2005,1028,"Harvest","NEG",16452,476956.503503725,4485049.8213423
"595","MD","M",">=2",2005,2005,1111,"Harvest","NEG",16452,476691.259838223,4485087.67911658
"596","MD","M",">=2",2005,2005,1122,"Harvest","NEG",16452,476878.753227644,4486758.89705416
"597","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16459,477106.187675655,4508077.50969861
"598","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16459,476850.432165287,4508158.22329239
"599","MD","M",">=2",2005,2005,1024,"Harvest","NEG",16460,476906.923810177,4509703.25076582
"600","MD","F",">=2",2005,2005,1201,"Harvest","NEG",16462,477525.602074794,4516175.0120192
"601","MD","F",">=2",2005,2005,1201,"Harvest","NEG",16462,477269.836880535,4515571.17348213
"602","MD","M",">=2",2005,2005,1118,"Harvest","NEG",16445,477601.361383617,4464368.49343984
"603","MD","M",">=2",2005,2005,1118,"Harvest","NEG",16445,477250.42782028,4464493.40692053
"604","MD","F",">=2",2005,2006,117,"Harvest","NEG",16449,477086.060262255,4475826.17068382
"605","MD","M",">=2",2005,2005,1107,"Harvest","NEG",16446,477301.12524537,4467710.25812984
"606","MD","F",">=2",2005,2006,109,"Harvest","POS",16446,477626.583812028,4467458.42066374
"607","MD","F","1",2005,2005,1120,"Harvest","NEG",16448,477941.284796059,4473588.73974527
"608","MD","F",">=2",2005,2005,1129,"Harvest","NEG",16448,477388.793555297,4473991.15117317
"609","MD","M",">=2",2005,2005,1116,"Harvest","NEG",16448,477913.411955744,4473815.91240554
"610","MD","M",">=2",2005,2005,1116,"Harvest","POS",16448,477778.628166415,4474149.70400924
"611","MD","M",">=2",2005,2005,1108,"Harvest","POS",16467,477659.617842242,4529948.24012547
"612","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16466,477622.524152033,4528207.98759825
"613","MD","M","<1",2005,2005,1110,"Harvest","NEG",16469,477531.409178421,4535962.2634052
"614","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16465,477625.992532052,4525370.43386749
"615","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16459,477712.010071397,4506394.45644619
"616","MD","M",">=2",2005,2005,829,"Harvest","NEG",16448,477768.91858542,4471681.05889682
"617","MD","M",">=2",2005,2005,1118,"Harvest","NEG",16446,478737.432505913,4468340.84617074
"618","MD","F",">=2",2005,2005,1228,"Harvest","NEG",16447,478639.549469739,4469667.99779206
"619","MD","F",">=2",2005,2005,1228,"Harvest","NEG",16447,478280.277405657,4469176.5507967
"620","MD","F","1",2005,2006,106,"Harvest","NEG",16467,478613.786114447,4530747.35545135
"621","MD","M",">=2",2005,2005,1108,"Harvest","NEG",16451,478745.811435826,4483681.64336815
"622","MD","M",">=2",2005,2005,1108,"Harvest","NEG",16456,478692.649578229,4497845.01570427
"623","MD","M",">=2",2005,2005,1108,"Harvest","NEG",16457,478417.33603856,4499900.79040264
"624","MD","F",">=2",2005,2005,1107,"Harvest","NEG",16464,478563.377458774,4520692.81755217
"625","MD","M",">=2",2005,2005,1031,"Harvest","NEG",16459,478616.759946391,4507780.97158857
"626","MD","M",">=2",2005,2005,1117,"Harvest","POS",16446,478948.095276773,4466055.74212385
"627","MD","M",">=2",2005,2005,1118,"Harvest","NEG",16444,478731.678307913,4460407.51597116
"628","MD","M",">=2",2005,2005,1109,"Harvest","POS",16444,478897.77637545,4460660.22932062
"629","MD","F","1",2005,2005,1223,"Harvest","NEG",16599,479138.235037528,4477972.36769769
"630","MD","M","1",2005,2005,1116,"Harvest","NEG",16599,478919.073042959,4477989.8278094
"631","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16602,479645.986815952,4488125.99679258
"632","MD","F",">=2",2005,2005,1212,"Harvest","NEG",16618,479753.029289134,4537260.68917142
"633","MD","M",">=2",2005,2005,1025,"Harvest","NEG",16600,479546.421823621,4483719.14040045
"634","MD","M",">=2",2005,2005,1025,"Harvest","NEG",16600,479167.036472604,4484034.59398568
"635","MD","F",">=2",2005,2005,1121,"Harvest","NEG",16614,479148.618227251,4525616.58720571
"636","MD","M",">=2",2005,2005,1110,"Harvest","NEG",16605,479640.136007607,4496549.82171206
"637","MD","F",">=2",2005,2005,1214,"Harvest","NEG",16613,479233.524344951,4521667.54508211
"638","MD","M",">=2",2005,2005,1024,"Harvest","NEG",16613,479251.352147475,4521459.94607385
"639","MD","M",">=2",2005,2005,1119,"Harvest","NEG",16593,479439.30070217,4460064.22019662
"640","MD","M",">=2",2005,2006,118,"Harvest","NEG",16593,479548.392636172,4460784.772097
"641","MD","M",">=2",2005,2005,1109,"Harvest","POS",16593,479767.876846746,4460765.50183711
"642","MD","F",">=2",2005,2005,1002,"Harvest","NEG",16613,479623.602351017,4520540.91868985
"643","MD","M",">=2",2005,2005,1117,"Harvest","NEG",16597,479785.91599755,4473136.28436742
"644","MD","M",">=2",2005,2005,919,"Harvest","NEG",16594,480517.003590912,4465402.01571056
"645","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16616,480455.277530864,4529857.87928458
"646","MD","F",">=2",2005,2006,201,"Harvest","NEG",16617,480304.34780468,4534673.36433974
"647","MD","M",">=2",2005,2005,1122,"Harvest","NEG",16606,480624.125170097,4501595.83829093
"648","MD","M",">=2",2005,2005,1122,"Harvest","NEG",16608,480647.492916964,4505435.9106071
"649","MD","M",">=2",2005,2005,1114,"Harvest","NEG",16593,480658.090166815,4461910.71968343
"650","MD","M",">=2",2005,2005,1107,"Harvest","NEG",16607,480738.832501881,4503944.98234543
"651","MD","F",">=2",2005,2005,1207,"Harvest","POS",16597,480687.497035898,4473536.67465749
"652","MD","M",">=2",2005,2005,1117,"Harvest","NEG",16596,481002.592061155,4470068.52515754
"653","MD","M",">=2",2005,2005,1026,"Harvest","NEG",16598,480504.554907851,4477580.37739832
"654","MD","M",">=2",2005,2005,1116,"Harvest","NEG",16599,480915.962187141,4479578.27435381
"655","MD","M",">=2",2005,2005,1110,"Harvest","NEG",16599,480553.704973623,4480062.72667258
"656","MD","M",">=2",2005,2005,1220,"Harvest","NEG",16599,480669.835654214,4480773.11969291
"657","MD","M",">=2",2005,2005,1116,"Harvest","NEG",16615,481097.023137435,4528099.73143592
"658","MD","M",">=2",2005,2005,1110,"Harvest","NEG",16617,481099.846876159,4534628.28346018
"659","MD","M",">=2",2005,2005,1119,"Harvest","NEG",16603,481101.474317692,4490580.22554567
"660","MD","F",">=2",2005,2005,1106,"Harvest","NEG",16600,480918.470547386,4483228.76906266
"661","MD","F",">=2",2005,2005,1121,"Harvest","NEG",16607,481193.364674903,4504029.25330607
"662","MD","M",">=2",2005,2005,1024,"Harvest","NEG",16608,480942.32374616,4505822.1262946
"663","MD","M",">=2",2005,2005,1122,"Harvest","NEG",16608,481169.685472175,4506603.06036707
"664","MD","M","<1",2005,2006,118,"Harvest","NEG",16613,481577.719311506,4521428.99505756
"665","MD","M","<1",2005,2006,110,"Harvest","NEG",16612,481180.054531634,4519958.25474722
"666","MD","F",">=2",2005,2005,1008,"Harvest","NEG",16613,481231.463538684,4520566.63073612
"667","MD","F","<1",2005,2005,1123,"Harvest","NEG",16612,481278.016910195,4519127.30225093
"668","MD","F","<1",2005,2005,1123,"Harvest","NEG",16612,481068.60960038,4519112.28730316
"669","MD","M",">=2",2005,2006,103,"Harvest","NEG",16593,481425.581848621,4462053.66641572
"670","MD","M",">=2",2005,2005,912,"Harvest","POS",16611,481461.340770908,4515631.3265259
"671","MD","F",">=2",2005,2005,1117,"Harvest","NEG",16597,481610.834516481,4472791.74517966
"672","MD","M",">=2",2005,2005,1205,"Harvest","NEG",16599,481847.797712065,4480678.51850747
"673","MD","F",">=2",2005,2005,1216,"Harvest","NEG",16617,481753.42616339,4534371.98555034
"674","MD","M",">=2",2005,2005,1025,"Harvest","NEG",16617,481630.627057821,4534589.98094902
"675","MD","F",">=2",2005,2005,1228,"Harvest","NEG",16618,482038.07970316,4535810.06543909
"676","MD","F",">=2",2005,2005,1120,"Harvest","NEG",16618,482232.793796711,4537315.62567173
"677","MD","M",">=2",2005,2005,1022,"Harvest","NEG",16618,482189.670660809,4537703.46896524
"678","MD","M",">=2",2005,2005,1120,"Harvest","NEG",16600,481880.750646666,4483924.99812694
"679","MD","F",">=2",2005,2006,123,"Harvest","NEG",16614,481737.662317418,4525774.88807062
"680","MD","M",">=2",2005,2005,1028,"Harvest","NEG",16606,481681.669967413,4499283.692516
"681","MD","M",">=2",2005,2005,1112,"Harvest","NEG",16606,481915.738007404,4499656.53826723
"682","MD","M",">=2",2005,2005,1109,"Harvest","NEG",16606,482075.839669362,4501608.53863211
"683","MD","M",">=2",2005,2005,1108,"Harvest","NEG",16607,481828.887964904,4504963.5540126
"684","MD","M",">=2",2005,2005,1107,"Harvest","POS",16608,481829.670118541,4505494.09560796
"685","MD","F","<1",2005,2005,1105,"Harvest","NEG",16608,481656.767061114,4507366.52236126
"686","MD","F","<1",2005,2005,1201,"Harvest","NEG",16608,482226.919851586,4507124.91642508
"687","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16611,481980.353325486,4514606.25613641
"688","MD","F",">=2",2005,2006,127,"Harvest","NEG",16612,481865.154725738,4518067.71541807
"689","MD","F","<1",2005,2006,103,"Harvest","NEG",16742,482095.681716099,4460193.66778611
"690","MD","F","1",2005,2005,1009,"Harvest","NEG",16742,482225.98109059,4461907.5673827
"691","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16742,481728.746006079,4461780.57356878
"692","MD","F",">=2",2005,2006,117,"Harvest","NEG",16742,482409.408563375,4462505.43960492
"693","MD","F",">=2",2005,2006,117,"Harvest","NEG",16742,481901.663242094,4462983.63538357
"694","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16742,482474.047892295,4460652.12585401
"695","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16742,482302.364885002,4460410.00637352
"696","MD","M",">=2",2005,2005,1108,"Harvest","NEG",16742,482157.342791684,4460989.94352292
"697","MD","M",">=2",2005,2005,1025,"Harvest","NEG",16747,482099.348681279,4477368.41968244
"698","MD","F",">=2",2005,2005,1221,"Harvest","POS",16746,482678.010000564,4473922.2553568
"699","MD","M","<1",2005,2006,103,"Harvest","NEG",16749,482210.086176321,4481556.65697366
"700","MD","F",">=2",2005,2005,1025,"Harvest","NEG",16749,482837.737687826,4481950.86471312
"701","MD","F",">=2",2005,2005,1105,"Harvest","NEG",16749,482509.190874793,4483132.63100334
"702","MD","M",">=2",2005,2005,1027,"Harvest","NEG",16752,483005.602553092,4492142.70779689
"703","MD","M",">=2",2005,2005,1118,"Harvest","NEG",16753,482837.913686082,4493476.0851976
"704","MD","M",">=2",2005,2005,1101,"Harvest","POS",16754,483014.506153792,4497912.24808246
"705","MD","M",">=2",2005,2005,1024,"Harvest","NEG",16755,482610.445996165,4501208.69318117
"706","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16763,482817.207420304,4525524.47405612
"707","MD","F",">=2",2005,2005,1031,"Harvest","NEG",16758,482724.222618163,4510229.8532939
"708","MD","M","1",2005,2005,1117,"Harvest","NEG",16757,482846.8287986,4505833.76424097
"709","MD","M","1",2005,2005,1024,"Harvest","POS",16757,482874.289087601,4506032.75444832
"710","MD","M","1",2005,2005,1111,"Harvest","NEG",16757,482677.645813599,4507551.51140939
"711","MD","M",">=2",2005,2005,1020,"Harvest","NEG",16743,482626.212263256,4465234.68511575
"712","MD","M",">=2",2005,2005,913,"Harvest","NEG",16747,482783.04417634,4475678.36209113
"713","MD","M",">=2",2005,2005,911,"Harvest","NEG",16746,483095.430374235,4473476.87198632
"714","MD","M",">=2",2005,2005,1117,"Harvest","NEG",16742,483068.04107669,4461116.22785929
"715","MD","F",">=2",2005,2005,909,"Harvest","NEG",16752,483273.218137749,4491485.74081261
"716","MD","M","1",2005,2005,912,"Harvest","NEG",16753,483157.863476738,4494450.33964116
"717","MD","M","1",2005,2005,922,"Harvest","NEG",16742,483327.743275322,4462381.4483017
"718","MD","M","1",2005,2005,1116,"Harvest","NEG",16745,483171.081101812,4469489.17161424
"719","MD","F",">=2",2005,2005,1206,"Harvest","NEG",16745,483013.0798814,4469330.35372395
"720","MD","F",">=2",2005,2006,104,"Harvest","NEG",16745,483120.464906946,4469036.094978
"721","MD","M",">=2",2005,2005,1123,"Harvest","POS",16745,483434.182804182,4469654.86340981
"722","MD","M",">=2",2005,2005,1031,"Harvest","NEG",16746,483402.781595208,4472242.3833068
"723","MD","M","1",2005,2005,1227,"Harvest","NEG",16748,483215.185344011,4478977.18775311
"724","MD","F",">=2",2005,2005,925,"Harvest","NEG",16741,483336.638821512,4458769.42867899
"725","MD","M",">=2",2005,2005,1110,"Harvest","POS",16749,483481.018491983,4481614.66058794
"726","MD","M",">=2",2005,2005,1101,"Harvest","POS",16752,483175.877612062,4491022.12253057
"727","MD","F",">=2",2005,2006,124,"Harvest","NEG",16765,483403.339625984,4529948.02019548
"728","MD","F",">=2",2005,2006,123,"Harvest","NEG",16765,483137.273664661,4531301.35455663
"729","MD","F",">=2",2005,2005,1125,"Harvest","NEG",16766,483500.977362394,4532196.27284678
"730","MD","M",">=2",2005,2005,1119,"Harvest","NEG",16753,483872.349564411,4494401.41427286
"731","MD","M",">=2",2005,2005,1118,"Harvest","NEG",16758,483352.349325463,4510527.4474217
"732","MD","F",">=2",2005,2005,1122,"Harvest","NEG",16743,483606.630164713,4464318.29550937
"733","MD","M",">=2",2005,2005,1025,"Harvest","POS",16743,483316.229308546,4465181.92450781
"734","MD","M",">=2",2005,2005,1110,"Harvest","POS",16744,483331.576892883,4466031.34913263
"735","MD","M",">=2",2005,2005,1120,"Harvest","POS",16742,483779.938249707,4462045.81439553
"736","MD","M","1",2005,2006,103,"Harvest","POS",16742,483671.798773341,4462524.83400612
"737","MD","M",">=2",2005,2005,1122,"Harvest","NEG",16741,483914.574122839,4459875.60103425
"738","MD","M",">=2",2005,2005,1109,"Harvest","POS",16745,484238.815712407,4469688.83443946
"739","MD","M",">=2",2005,2005,1229,"Harvest","NEG",16745,483999.023841918,4470812.09912213
"740","MD","M",">=2",2005,2005,1229,"Harvest","POS",16745,483807.918612882,4471010.90910236
"741","MD","M",">=2",2005,2005,1107,"Harvest","NEG",16748,483814.393051423,4479470.29433974
"742","MD","M","1",2005,2006,117,"Harvest","NEG",16749,484361.897577219,4481000.82540946
"743","MD","F",">=2",2005,2005,1015,"Harvest","NEG",16749,484018.657407783,4481462.49068496
"744","MD","F",">=2",2005,2005,1108,"Harvest","NEG",16752,483969.868055262,4491153.04773322
"745","MD","M",">=2",2005,2005,1028,"Harvest","NEG",16752,483899.525365695,4490976.0593273
"746","MD","F","1",2005,2006,202,"Harvest","NEG",16743,484147.294222407,4463172.72362457
"747","MD","M","<1",2005,2005,1219,"Harvest","NEG",16745,485099.281712346,4468926.43689596
"748","MD","M",">=2",2005,2005,1031,"Harvest","NEG",16745,485028.350649685,4469155.3220448
"749","MD","M",">=2",2005,2005,1111,"Harvest","NEG",16748,484701.860021695,4480522.07937424
"750","MD","M",">=2",2005,2005,1111,"Harvest","POS",16748,485334.517617792,4480440.91176965
"751","MD","F",">=2",2005,2005,1112,"Harvest","NEG",16901,484729.395165943,4491202.21932496
"752","MD","M",">=2",2005,2005,1109,"Harvest","NEG",16901,485226.983409837,4491001.88467189
"753","MD","M",">=2",2005,2005,1109,"Harvest","POS",16901,485409.611858331,4491114.2685436
"754","MD","M",">=2",2005,2005,1024,"Harvest","NEG",16902,484882.197148941,4494532.21687286
"755","MD","F",">=2",2005,2005,1212,"Harvest","NEG",16915,485512.736188702,4533064.3609501
"756","MD","M",">=2",2005,2005,1026,"Harvest","NEG",16904,484775.791784711,4501683.40189751
"757","MD","M",">=2",2005,2005,1101,"Harvest","NEG",16906,485340.102135248,4505380.39368516
"758","MD","F",">=2",2005,2005,1228,"Harvest","NEG",16898,485532.856430158,4483019.87079025
"759","MD","F",">=2",2005,2005,1228,"Harvest","POS",16898,485834.50039164,4483293.22136228
"760","MD","M",">=2",2005,2005,1118,"Harvest","POS",16902,486042.167807519,4495226.37066909
"761","MD","F",">=2",2005,2006,130,"Harvest","NEG",16906,485751.29134208,4506272.67773549
"762","MD","F",">=2",2005,2005,1104,"Harvest","NEG",16906,485756.950683579,4506805.26694091
"763","MD","M",">=2",2005,2005,1024,"Harvest","POS",16904,485815.565790266,4500609.23450687
"764","MD","F","1",2005,2005,1109,"Harvest","NEG",16915,485903.59153986,4533469.9035372
"765","MD","M",">=2",2005,2005,1119,"Harvest","POS",16897,486799.944042765,4480440.10699195
"766","MD","M",">=2",2005,2005,1110,"Harvest","NEG",16903,486487.759582542,4496380.46826933
"767","MD","F","<1",2005,2006,119,"Harvest","NEG",16906,486994.919114746,4506641.47877868
"768","MD","F",">=2",2005,2006,124,"Harvest","NEG",16906,487022.499423288,4506210.56058432
"769","MD","M",">=2",2005,2005,1118,"Harvest","NEG",16915,486788.258665018,4532788.27740134
"770","MD","M",">=2",2005,2005,1118,"Harvest","NEG",16915,486533.321797997,4532602.56173586
"771","MD","M",">=2",2005,2005,1121,"Harvest","NEG",16898,487456.014327101,4483588.80546664
"772","MD","M",">=2",2005,2005,1119,"Harvest","POS",16899,487167.165044308,4484490.69500782
"773","MD","M",">=2",2005,2005,1122,"Harvest","NEG",16903,487602.597993813,4498264.7283897
"774","MD","M","1",2005,2005,1029,"Harvest","NEG",16915,487734.504071735,4533149.40910909
"775","MD","M",">=2",2005,2005,1113,"Harvest","NEG",16910,487352.704277575,4520031.79437493
"776","MD","F",">=2",2005,2006,117,"Harvest","NEG",17064,487959.062524997,4532675.05165055
"777","MD","M",">=2",2005,2005,1024,"Harvest","NEG",17047,487934.212211542,4481449.2937827
"778","MD","M",">=2",2005,2005,1120,"Harvest","NEG",17064,488201.707180142,4533444.91941176
"779","MD","F",">=2",2005,2005,1228,"Harvest","NEG",17063,488619.241206296,4532010.16523764
"780","MD","F",">=2",2005,2005,1107,"Harvest","NEG",17059,488068.426831566,4519808.37470137
"781","MD","M",">=2",2005,2005,1118,"Harvest","NEG",17060,488574.760231875,4520789.83978157
"782","MD","M","<1",2005,2006,130,"Harvest","NEG",17063,489176.082818694,4532133.79595467
"783","MD","F",">=2",2005,2005,1109,"Harvest","NEG",17063,489049.570715912,4532079.84629927
"784","MD","F",">=2",2005,2006,130,"Harvest","NEG",17063,489559.816898704,4532024.24136737
"785","MD","M",">=2",2005,2005,1112,"Harvest","NEG",17061,490005.525500849,4524928.76663211
"786","MD","F",">=2",2005,2005,1110,"Harvest","NEG",17050,490814.816289082,4491024.93836369
"787","MD","F",">=2",2005,2005,1110,"Harvest","NEG",17050,490907.933067031,4491258.16019952
"788","MD","M",">=2",2005,2005,1107,"Harvest","NEG",17063,490734.628088266,4531835.16753669
"789","MD","M",">=2",2005,2005,1112,"Harvest","NEG",17197,491268.511362851,4484156.32949025
"790","MD","F",">=2",2005,2005,1212,"Harvest","NEG",17199,493768.122178972,4492370.70023136
"791","MD","F",">=2",2005,2005,1212,"Harvest","NEG",17348,495008.582108438,4491160.2202685
"792","MD","M",">=2",2005,2005,1121,"Harvest","NEG",17500,497890.949771814,4501519.66294849
"793","MD","M",">=2",2006,2006,1026,"Harvest","NEG",13042,408730.154637506,4537972.36654201
"794","MD","M",">=2",2006,2006,1107,"Harvest","NEG",13191,411371.733582686,4538225.3597359
"795","MD","M",">=2",2006,2006,918,"Harvest","NEG",13191,411801.284112887,4535716.60319409
"796","MD","M",">=2",2006,2006,1024,"Harvest","NEG",13340,413611.368506256,4536961.40630632
"797","MD","M",">=2",2006,2006,1107,"Harvest","NEG",13340,414059.829550453,4538222.06223477
"798","MD","M",">=2",2006,2006,1108,"Harvest","NEG",13637,419312.57706549,4533920.83448728
"799","MD","M",">=2",2006,2006,1120,"Harvest","NEG",13638,421157.609611672,4537071.24937174
"800","MD","M","1",2006,2006,915,"Harvest","NEG",13634,421954.698844439,4523761.58670886
"801","MD","M",">=2",2006,2006,1110,"Harvest","NEG",13635,421267.848256021,4527571.28162158
"802","MD","M",">=2",2006,2006,1120,"Harvest","NEG",13785,422669.461818155,4531268.76964419
"803","MD","M","1",2006,2006,1030,"Harvest","NEG",13786,423071.057508886,4532414.41675664
"804","MD","M",">=2",2006,2006,1108,"Harvest","POS",13786,423879.593055987,4533689.2309698
"805","MD","M",">=2",2006,2006,1120,"Harvest","NEG",13935,425401.123573011,4533493.24686229
"806","MD","M",">=2",2006,2006,905,"Harvest","NEG",13932,427679.828496233,4525351.61925909
"807","MD","M",">=2",2006,2006,828,"Harvest","NEG",14528,438048.733716896,4526028.51498094
"808","MD","F",">=2",2006,2006,918,"Harvest","NEG",14681,439790.277605638,4537805.30512233
"809","MD","F",">=2",2006,2006,904,"Harvest","NEG",14679,442473.534304241,4529306.98397174
"810","MD","F",">=2",2006,2006,1113,"Harvest","NEG",14827,443371.940420934,4526104.32239233
"811","MD","F",">=2",2006,2006,1127,"Harvest","NEG",14826,445409.422053945,4525018.02597929
"812","MD","M",">=2",2006,2006,1122,"Harvest","NEG",14976,447950.345826337,4528406.04190467
"813","MD","M",">=2",2006,2006,911,"Harvest","POS",14975,448576.86871889,4525554.39425748
"814","MD","F",">=2",2006,2006,1107,"Harvest","NEG",14974,448684.591979871,4520770.9477593
"815","MD","M",">=2",2006,2006,1114,"Harvest","NEG",15125,451925.320382001,4527305.6714646
"816","MD","F",">=2",2006,2006,1117,"Harvest","NEG",15272,452821.829854502,4520890.64097686
"817","MD","M",">=2",2006,2006,1023,"Harvest","NEG",15271,453176.641704724,4516720.14080388
"818","MD","M",">=2",2006,2006,1023,"Harvest","NEG",15271,452988.212155573,4517026.80156146
"819","MD","M",">=2",2006,2006,1119,"Harvest","NEG",15271,452673.14987427,4516737.49003028
"820","MD","M",">=2",2006,2006,1122,"Harvest","NEG",15274,453099.164334655,4527951.89654737
"821","MD","M",">=2",2006,2006,1023,"Harvest","NEG",15270,453405.252828884,4515789.54313979
"822","MD","F",">=2",2006,2006,1030,"Harvest","NEG",15273,454586.250635823,4524777.50918656
"823","MD","M",">=2",2006,2006,1122,"Harvest","NEG",15274,454248.265983693,4528816.02814778
"824","MD","F",">=2",2006,2006,1120,"Harvest","NEG",15267,454700.16497678,4506264.73665605
"825","MD","M",">=2",2006,2006,1024,"Harvest","NEG",15424,454952.920463968,4530355.77412028
"826","MD","M",">=2",2006,2006,1109,"Harvest","NEG",15422,455918.826133728,4522946.89741612
"827","MD","M","1",2006,2006,905,"Harvest","NEG",15425,455781.094743018,4532773.61922581
"828","MD","F",">=2",2006,2006,1121,"Harvest","NEG",15419,456022.634217902,4515782.88798258
"829","MD","M",">=2",2006,2006,1208,"Harvest","NEG",15418,455838.754184359,4512859.35881967
"830","MD","F",">=2",2006,2006,1023,"Harvest","NEG",15424,457315.3027351,4528874.97422975
"831","MD","M",">=2",2006,2006,1023,"Harvest","NEG",15424,457798.50047929,4528828.49366144
"832","MD","F",">=2",2006,2006,1023,"Harvest","NEG",15421,457741.11445737,4520868.70518544
"833","MD","F",">=2",2006,2006,1023,"Harvest","NEG",15421,457245.565902674,4520771.01520424
"834","MD","M",">=2",2006,2006,1023,"Harvest","NEG",15425,457774.410235871,4533226.88125365
"835","MD","M",">=2",2006,2006,1106,"Harvest","NEG",15574,457995.780069457,4532105.76585482
"836","MD","M",">=2",2006,2006,1111,"Harvest","NEG",15573,459143.738226669,4532038.16665436
"837","MD","M",">=2",2006,2006,1108,"Harvest","NEG",15574,458895.367771967,4534704.8291855
"838","MD","M","1",2006,2006,1023,"Harvest","NEG",15575,459338.322308867,4535415.94210607
"839","MD","M",">=2",2006,2006,1120,"Harvest","NEG",15566,459162.438361777,4510671.90923644
"840","MD","M",">=2",2006,2006,1021,"Harvest","NEG",15573,459766.298478879,4529905.15496446
"841","MD","M",">=2",2006,2006,1119,"Harvest","NEG",15573,459864.082093388,4529694.7923805
"842","MD","M","1",2006,2006,1113,"Harvest","NEG",15573,460445.597163439,4530990.33457594
"843","MD","M",">=2",2006,2006,1023,"Harvest","NEG",15575,460657.056424674,4535558.28572152
"844","MD","M","1",2006,2006,1026,"Harvest","NEG",15566,460835.748278273,4510365.22910515
"845","MD","M",">=2",2006,2006,1114,"Harvest","NEG",15567,460813.775865313,4513573.38554974
"846","MD","M",">=2",2006,2006,1101,"Harvest","NEG",15720,461855.03458809,4526060.94588398
"847","MD","M",">=2",2006,2006,918,"Harvest","NEG",15716,462295.334611912,4513442.78598203
"848","MD","M",">=2",2006,2006,1021,"Harvest","NEG",15721,463019.034039727,4527346.47222032
"849","MD","M",">=2",2006,2006,1117,"Harvest","NEG",15714,463539.457518978,4506566.06529187
"850","MD","M",">=2",2006,2006,1023,"Harvest","NEG",15721,464104.350406429,4526442.73071532
"851","MD","M",">=2",2006,2006,1103,"Harvest","NEG",15863,464591.428735478,4506573.06416016
"852","MD","F","1",2006,2006,1107,"Harvest","NEG",15863,464609.577416794,4505649.96396733
"853","MD","M","1",2006,2006,911,"Harvest","NEG",15869,464945.04519399,4525134.14566183
"854","MD","M","1",2006,2006,1121,"Harvest","NEG",15870,464846.663368431,4527790.5730281
"855","MD","F",">=2",2006,2006,1024,"Harvest","NEG",15870,464944.994041682,4526409.34569765
"856","MD","M",">=2",2006,2006,1120,"Harvest","NEG",15870,464545.043151253,4526199.63727951
"857","MD","M",">=2",2006,2006,1120,"Harvest","NEG",15865,464939.172766811,4512616.75978279
"858","MD","M",">=2",2006,2006,1120,"Harvest","NEG",15865,465106.923464767,4512441.22272277
"859","MD","M",">=2",2006,2006,1120,"Harvest","NEG",15865,465348.856070533,4512677.95371668
"860","MD","F",">=2",2006,2006,1105,"Harvest","NEG",15865,464724.203440302,4513188.00544852
"861","MD","M",">=2",2006,2006,1108,"Harvest","NEG",15867,465539.353182954,4518062.45327844
