SPP,SEX,AGE,BIOYR,CALYR,MMDD,x,y,SAMPLE_MET,ANYPOSNO,Id
MD,M,>=2,2005,2005,1116,480939.000000,4479718.000000,Harvest,NEG,16599
MD,M,>=2,2005,2005,1110,480939.000000,4479718.000000,Harvest,NEG,16599
MD,M,>=2,2005,2005,1220,480939.000000,4480518.000000,Harvest,NEG,16599
MD,M,>=2,2005,2005,1116,480990.000000,4528263.000000,Harvest,NEG,16615
MD,M,>=2,2005,2005,1110,481047.000000,4534722.000000,Harvest,NEG,16617
MD,M,>=2,2005,2005,1119,481057.000000,4490906.000000,Harvest,NEG,16603
MD,F,>=2,2005,2005,1106,481060.000000,4482909.000000,Harvest,NEG,16600
MD,F,>=2,2005,2005,1121,481147.000000,4503884.000000,Harvest,NEG,16607
MD,M,>=2,2005,2005,1024,481150.000000,4505455.000000,Harvest,NEG,16608
MD,M,>=2,2005,2005,1122,481150.000000,4506255.000000,Harvest,NEG,16608
MD,M,<1,2005,2006,0118,481179.000000,4521558.000000,Harvest,NEG,16613
MD,M,<1,2005,2006,0110,481184.000000,4519939.000000,Harvest,NEG,16612
MD,F,>=2,2005,2005,1008,481184.000000,4520739.000000,Harvest,NEG,16613
MD,F,<1,2005,2005,1123,481194.000000,4519138.000000,Harvest,NEG,16612
MD,F,<1,2005,2005,1123,481194.000000,4519138.000000,Harvest,NEG,16612
MD,M,>=2,2005,2006,0103,481300.000000,4461921.000000,Harvest,NEG,16593
MD,M,>=2,2005,2005,0912,481610.000000,4515486.000000,Harvest,POS,16611
MD,F,>=2,2005,2005,1117,481637.000000,4472473.000000,Harvest,NEG,16597
MD,M,>=2,2005,2005,1205,481739.000000,4480518.000000,Harvest,NEG,16599
MD,F,>=2,2005,2005,1216,481847.000000,4534722.000000,Harvest,NEG,16617
MD,M,>=2,2005,2005,1025,481847.000000,4534722.000000,Harvest,NEG,16617
MD,F,>=2,2005,2005,1228,481847.000000,4535522.000000,Harvest,NEG,16618
MD,F,>=2,2005,2005,1120,481854.000000,4537586.000000,Harvest,NEG,16618
MD,M,>=2,2005,2005,1022,481854.000000,4537586.000000,Harvest,NEG,16618
MD,M,>=2,2005,2005,1120,481860.000000,4483709.000000,Harvest,NEG,16600
MD,F,>=2,2005,2006,0123,481900.000000,4525681.000000,Harvest,NEG,16614
MD,M,>=2,2005,2005,1028,481924.000000,4499091.000000,Harvest,NEG,16606
MD,M,>=2,2005,2005,1112,481924.000000,4499891.000000,Harvest,NEG,16606
MD,M,>=2,2005,2005,1109,481938.000000,4501484.000000,Harvest,NEG,16606
MD,M,>=2,2005,2005,1108,481947.000000,4504684.000000,Harvest,NEG,16607
MD,M,>=2,2005,2005,1107,481950.000000,4505455.000000,Harvest,POS,16608
MD,F,<1,2005,2005,1105,481956.000000,4507038.000000,Harvest,NEG,16608
MD,F,<1,2005,2005,1201,481956.000000,4507038.000000,Harvest,NEG,16608
MD,M,>=2,2005,2005,1121,481978.000000,4514280.000000,Harvest,NEG,16611
MD,F,>=2,2005,2006,0127,481994.000000,4518338.000000,Harvest,NEG,16612
MD,F,<1,2005,2006,0103,482057.000000,4460496.000000,Harvest,NEG,16742
MD,F,1,2005,2005,1009,482100.000000,4461921.000000,Harvest,NEG,16742
MD,M,>=2,2005,2005,1121,482100.000000,4461921.000000,Harvest,NEG,16742
MD,F,>=2,2005,2006,0117,482100.000000,4462721.000000,Harvest,NEG,16742
MD,F,>=2,2005,2006,0117,482100.000000,4462721.000000,Harvest,NEG,16742
MD,M,>=2,2005,2005,1121,482114.000000,4460315.000000,Harvest,NEG,16742
MD,M,>=2,2005,2005,1121,482114.000000,4460315.000000,Harvest,NEG,16742
MD,M,>=2,2005,2005,1108,482114.000000,4461115.000000,Harvest,NEG,16742
MD,M,>=2,2005,2005,1025,482452.000000,4477309.000000,Harvest,NEG,16747
MD,F,>=2,2005,2005,1221,482479.000000,4474092.000000,Harvest,POS,16746
MD,M,<1,2005,2006,0103,482590.000000,4481335.000000,Harvest,NEG,16749
MD,F,>=2,2005,2005,1025,482590.000000,4482135.000000,Harvest,NEG,16749
MD,F,>=2,2005,2005,1105,482636.000000,4482927.000000,Harvest,NEG,16749
MD,M,>=2,2005,2005,1027,482649.000000,4491747.000000,Harvest,NEG,16752
MD,M,>=2,2005,2005,1118,482677.000000,4493402.000000,Harvest,NEG,16753
MD,M,>=2,2005,2005,1101,482718.000000,4497525.000000,Harvest,POS,16754
MD,M,>=2,2005,2005,1024,482724.000000,4501542.000000,Harvest,NEG,16755
MD,M,>=2,2005,2005,1121,482736.000000,4525669.000000,Harvest,NEG,16763
MD,F,>=2,2005,2005,1031,482742.000000,4510285.000000,Harvest,NEG,16758
MD,M,1,2005,2005,1117,482751.000000,4505445.000000,Harvest,NEG,16757
MD,M,1,2005,2005,1024,482751.000000,4506245.000000,Harvest,POS,16757
MD,M,1,2005,2005,1111,482755.000000,4507828.000000,Harvest,NEG,16757
MD,M,>=2,2005,2005,1020,482840.000000,4465202.000000,Harvest,NEG,16743
MD,M,>=2,2005,2005,0913,482849.000000,4475311.000000,Harvest,NEG,16747
MD,M,>=2,2005,2005,0911,482879.000000,4473692.000000,Harvest,NEG,16746
MD,M,>=2,2005,2005,1117,482883.000000,4461093.000000,Harvest,NEG,16742
MD,F,>=2,2005,2005,0909,483049.000000,4491347.000000,Harvest,NEG,16752
MD,M,1,2005,2005,0912,483119.000000,4494630.000000,Harvest,NEG,16753
MD,M,1,2005,2005,0922,483252.000000,4462301.000000,Harvest,NEG,16742
MD,M,1,2005,2005,1116,483288.000000,4469255.000000,Harvest,NEG,16745
MD,F,>=2,2005,2005,1206,483288.000000,4469255.000000,Harvest,NEG,16745
MD,F,>=2,2005,2006,0104,483288.000000,4469255.000000,Harvest,NEG,16745
MD,M,>=2,2005,2005,1123,483288.000000,4469255.000000,Harvest,POS,16745
MD,M,>=2,2005,2005,1031,483288.000000,4472473.000000,Harvest,NEG,16746
MD,M,1,2005,2005,1227,483299.000000,4478934.000000,Harvest,NEG,16748
MD,F,>=2,2005,2005,0925,483335.000000,4459084.000000,Harvest,NEG,16741
MD,M,>=2,2005,2005,1110,483390.000000,4481335.000000,Harvest,POS,16749
MD,M,>=2,2005,2005,1101,483449.000000,4490947.000000,Harvest,POS,16752
MD,F,>=2,2005,2006,0124,483479.000000,4529812.000000,Harvest,NEG,16765
MD,F,>=2,2005,2006,0123,483495.000000,4531471.000000,Harvest,NEG,16765
MD,F,>=2,2005,2005,1125,483495.000000,4532271.000000,Harvest,NEG,16766
MD,M,>=2,2005,2005,1119,483519.000000,4494230.000000,Harvest,NEG,16753
MD,M,>=2,2005,2005,1118,483542.000000,4510285.000000,Harvest,NEG,16758
MD,F,>=2,2005,2005,1122,483623.000000,4464325.000000,Harvest,NEG,16743
MD,M,>=2,2005,2005,1025,483640.000000,4465202.000000,Harvest,POS,16743
MD,M,>=2,2005,2005,1110,483640.000000,4466002.000000,Harvest,POS,16744
MD,M,>=2,2005,2005,1120,483652.000000,4461901.000000,Harvest,POS,16742
MD,M,1,2005,2006,0103,483652.000000,4462701.000000,Harvest,POS,16742
MD,M,>=2,2005,2005,1122,483735.000000,4459484.000000,Harvest,NEG,16741
MD,M,>=2,2005,2005,1109,484110.000000,4470086.000000,Harvest,POS,16745
MD,M,>=2,2005,2005,1229,484110.000000,4470886.000000,Harvest,NEG,16745
MD,M,>=2,2005,2005,1229,484110.000000,4470886.000000,Harvest,POS,16745
MD,M,>=2,2005,2005,1107,484137.000000,4479757.000000,Harvest,NEG,16748
MD,M,1,2005,2006,0117,484186.000000,4481344.000000,Harvest,NEG,16749
MD,F,>=2,2005,2005,1015,484186.000000,4481344.000000,Harvest,NEG,16749
MD,F,>=2,2005,2005,1108,484254.000000,4490943.000000,Harvest,NEG,16752
MD,M,>=2,2005,2005,1028,484254.000000,4490943.000000,Harvest,NEG,16752
MD,F,1,2005,2006,0202,484443.000000,4463529.000000,Harvest,NEG,16743
MD,M,<1,2005,2005,1219,484921.000000,4469287.000000,Harvest,NEG,16745
MD,M,>=2,2005,2005,1031,484921.000000,4469287.000000,Harvest,NEG,16745
MD,M,>=2,2005,2005,1111,484937.000000,4480557.000000,Harvest,NEG,16748
MD,M,>=2,2005,2005,1111,484937.000000,4480557.000000,Harvest,POS,16748
MD,F,>=2,2005,2005,1112,485054.000000,4490943.000000,Harvest,NEG,16901
MD,M,>=2,2005,2005,1109,485054.000000,4490943.000000,Harvest,NEG,16901
MD,M,>=2,2005,2005,1109,485054.000000,4490943.000000,Harvest,POS,16901
MD,M,>=2,2005,2005,1024,485118.000000,4494226.000000,Harvest,NEG,16902
MD,F,>=2,2005,2005,1212,485137.000000,4532923.000000,Harvest,NEG,16915
MD,M,>=2,2005,2005,1026,485140.000000,4501540.000000,Harvest,NEG,16904
MD,M,>=2,2005,2005,1101,485152.000000,4505456.000000,Harvest,NEG,16906
MD,F,>=2,2005,2005,1228,485877.000000,4483057.000000,Harvest,NEG,16898
MD,F,>=2,2005,2005,1228,485877.000000,4483057.000000,Harvest,POS,16898
MD,M,>=2,2005,2005,1118,485915.000000,4495022.000000,Harvest,POS,16902
MD,F,>=2,2005,2006,0130,485950.000000,4506253.000000,Harvest,NEG,16906
MD,F,>=2,2005,2005,1104,485961.000000,4507064.000000,Harvest,NEG,16906
MD,M,>=2,2005,2005,1024,485968.000000,4500727.000000,Harvest,POS,16904
MD,F,1,2005,2005,1109,485990.000000,4533514.000000,Harvest,NEG,16915
MD,M,>=2,2005,2005,1119,486599.000000,4480529.000000,Harvest,POS,16897
MD,M,>=2,2005,2005,1110,486743.000000,4496720.000000,Harvest,NEG,16903
MD,F,<1,2005,2006,0119,486750.000000,4506253.000000,Harvest,NEG,16906
MD,F,>=2,2005,2006,0124,486750.000000,4506253.000000,Harvest,NEG,16906
MD,M,>=2,2005,2005,1118,486790.000000,4532714.000000,Harvest,NEG,16915
MD,M,>=2,2005,2005,1118,486790.000000,4532714.000000,Harvest,NEG,16915
MD,M,>=2,2005,2005,1121,487448.000000,4483739.000000,Harvest,NEG,16898
MD,M,>=2,2005,2005,1119,487466.000000,4484547.000000,Harvest,POS,16899
MD,M,>=2,2005,2005,1122,487584.000000,4498301.000000,Harvest,NEG,16903
MD,M,1,2005,2005,1029,487630.000000,4533505.000000,Harvest,NEG,16915
MD,M,>=2,2005,2005,1113,487639.000000,4519847.000000,Harvest,NEG,16910
MD,F,>=2,2005,2006,0117,488005.000000,4532573.000000,Harvest,NEG,17064
MD,M,>=2,2005,2005,1024,488251.000000,4481323.000000,Harvest,NEG,17047
MD,M,>=2,2005,2005,1120,488430.000000,4533505.000000,Harvest,NEG,17064
MD,F,>=2,2005,2005,1228,488431.000000,4531917.000000,Harvest,NEG,17063
MD,F,>=2,2005,2005,1107,488439.000000,4519847.000000,Harvest,NEG,17059
MD,M,>=2,2005,2005,1118,488439.000000,4520647.000000,Harvest,NEG,17060
MD,M,<1,2005,2006,0130,489230.000000,4531884.000000,Harvest,NEG,17063
MD,F,>=2,2005,2005,1109,489230.000000,4531884.000000,Harvest,NEG,17063
MD,F,>=2,2005,2006,0130,489230.000000,4531884.000000,Harvest,NEG,17063
MD,M,>=2,2005,2005,1112,490040.000000,4524668.000000,Harvest,NEG,17061
MD,F,>=2,2005,2005,1110,490711.000000,4491030.000000,Harvest,NEG,17050
MD,F,>=2,2005,2005,1110,490711.000000,4491030.000000,Harvest,NEG,17050
MD,M,>=2,2005,2005,1107,490819.000000,4531883.000000,Harvest,NEG,17063
MD,M,>=2,2005,2005,1112,491488.000000,4484542.000000,Harvest,NEG,17197
MD,F,>=2,2005,2005,1212,493946.000000,4492599.000000,Harvest,NEG,17199
MD,F,>=2,2005,2005,1212,494732.000000,4490989.000000,Harvest,NEG,17348
MD,M,>=2,2005,2005,1121,497995.000000,4501399.000000,Harvest,NEG,17500
MD,M,>=2,2006,2006,1026,408869.670000,4537648.800000,Harvest,NEG,13042
MD,M,>=2,2006,2006,1107,411310.370000,4537980.420000,Harvest,NEG,13191
MD,M,>=2,2006,2006,0918,412060.150000,4535951.920000,Harvest,NEG,13191
MD,M,>=2,2006,2006,1024,413713.730000,4536706.660000,Harvest,NEG,13340
MD,M,>=2,2006,2006,1107,413752.540000,4537919.960000,Harvest,NEG,13340
MD,M,>=2,2006,2006,1108,419216.140000,4534145.820000,Harvest,NEG,13637
MD,M,>=2,2006,2006,1120,420891.950000,4537328.930000,Harvest,NEG,13638
MD,M,1,2006,2006,0915,421634.210000,4523601.920000,Harvest,NEG,13634
MD,M,>=2,2006,2006,1110,421648.780000,4527664.790000,Harvest,NEG,13635
MD,M,>=2,2006,2006,1120,422521.340000,4530913.920000,Harvest,NEG,13785
MD,M,1,2006,2006,1030,423381.360000,4532535.290000,Harvest,NEG,13786
MD,M,>=2,2006,2006,1108,424216.400000,4533373.720000,Harvest,POS,13786
MD,M,>=2,2006,2006,1120,425776.280000,4533609.760000,Harvest,NEG,13935
MD,M,>=2,2006,2006,0905,427298.000000,4525132.020000,Harvest,NEG,13932
MD,M,>=2,2006,2006,0828,437765.170000,4525689.610000,Harvest,NEG,14528
MD,F,>=2,2006,2006,0918,440109.180000,4537897.550000,Harvest,NEG,14681
MD,F,>=2,2006,2006,0904,442234.190000,4529263.900000,Harvest,NEG,14679
MD,F,>=2,2006,2006,1113,443423.790000,4526420.410000,Harvest,NEG,14827
MD,F,>=2,2006,2006,1127,445023.130000,4524695.330000,Harvest,NEG,14826
MD,M,>=2,2006,2006,1122,448072.260000,4528039.770000,Harvest,NEG,14976
MD,M,>=2,2006,2006,0911,448783.240000,4525428.420000,Harvest,POS,14975
MD,F,>=2,2006,2006,1107,448974.760000,4521092.040000,Harvest,NEG,14974
MD,M,>=2,2006,2006,1114,451860.940000,4527274.530000,Harvest,NEG,15125
MD,F,>=2,2006,2006,1117,452857.780000,4520987.510000,Harvest,NEG,15272
MD,M,>=2,2006,2006,1023,452897.930000,4517119.130000,Harvest,NEG,15271
MD,M,>=2,2006,2006,1023,452897.930000,4517119.130000,Harvest,NEG,15271
MD,M,>=2,2006,2006,1119,452897.930000,4517119.130000,Harvest,NEG,15271
MD,M,>=2,2006,2006,1122,453488.250000,4528115.260000,Harvest,NEG,15274
MD,M,>=2,2006,2006,1023,453680.190000,4515504.960000,Harvest,NEG,15270
MD,F,>=2,2006,2006,1030,454283.240000,4524613.350000,Harvest,NEG,15273
MD,M,>=2,2006,2006,1122,454288.250000,4528915.260000,Harvest,NEG,15274
MD,F,>=2,2006,2006,1120,454727.450000,4506025.520000,Harvest,NEG,15267
MD,M,>=2,2006,2006,1024,455130.980000,4530587.960000,Harvest,NEG,15424
MD,M,>=2,2006,2006,1109,455882.000000,4523002.920000,Harvest,NEG,15422
MD,M,1,2006,2006,0905,456027.020000,4533050.220000,Harvest,NEG,15425
MD,F,>=2,2006,2006,1121,456146.280000,4515581.360000,Harvest,NEG,15419
MD,M,>=2,2006,2006,1208,456187.720000,4513080.760000,Harvest,NEG,15418
MD,F,>=2,2006,2006,1023,457404.330000,4529148.030000,Harvest,NEG,15424
MD,M,>=2,2006,2006,1023,457404.330000,4529148.030000,Harvest,NEG,15424
MD,F,>=2,2006,2006,1023,457458.470000,4520807.310000,Harvest,NEG,15421
MD,F,>=2,2006,2006,1023,457458.470000,4520807.310000,Harvest,NEG,15421
MD,M,>=2,2006,2006,1023,457607.340000,4533080.220000,Harvest,NEG,15425
MD,M,>=2,2006,2006,1106,458235.900000,4532486.770000,Harvest,NEG,15574
MD,M,>=2,2006,2006,1111,459035.900000,4531686.770000,Harvest,NEG,15573
MD,M,>=2,2006,2006,1108,459294.530000,4534636.320000,Harvest,NEG,15574
MD,M,1,2006,2006,1023,459294.530000,4535436.320000,Harvest,NEG,15575
MD,M,>=2,2006,2006,1120,459379.420000,4510913.210000,Harvest,NEG,15566
MD,M,>=2,2006,2006,1021,459856.930000,4529989.440000,Harvest,NEG,15573
MD,M,>=2,2006,2006,1119,459856.930000,4529989.440000,Harvest,NEG,15573
MD,M,1,2006,2006,1113,460656.930000,4530789.440000,Harvest,NEG,15573
MD,M,>=2,2006,2006,1023,460923.520000,4535386.920000,Harvest,NEG,15575
MD,M,1,2006,2006,1026,460960.810000,4510089.880000,Harvest,NEG,15566
MD,M,>=2,2006,2006,1114,460991.090000,4513203.090000,Harvest,NEG,15567
MD,M,>=2,2006,2006,1101,461512.280000,4525745.410000,Harvest,NEG,15720
MD,M,>=2,2006,2006,0918,462586.450000,4513218.850000,Harvest,NEG,15716
MD,M,>=2,2006,2006,1021,463194.920000,4527360.640000,Harvest,NEG,15721
MD,M,>=2,2006,2006,1117,463477.740000,4506949.560000,Harvest,NEG,15714
MD,M,>=2,2006,2006,1023,463994.920000,4526560.640000,Harvest,NEG,15721
MD,M,>=2,2006,2006,1103,464277.740000,4506949.560000,Harvest,NEG,15863
MD,F,1,2006,2006,1107,464292.970000,4505336.630000,Harvest,NEG,15863
MD,M,1,2006,2006,0911,464795.810000,4524931.590000,Harvest,NEG,15869
MD,M,1,2006,2006,1121,464797.880000,4528183.440000,Harvest,NEG,15870
MD,F,>=2,2006,2006,1024,464803.720000,4526534.780000,Harvest,NEG,15870
MD,M,>=2,2006,2006,1120,464803.720000,4526534.780000,Harvest,NEG,15870
MD,M,>=2,2006,2006,1120,464977.460000,4512511.370000,Harvest,NEG,15865
MD,M,>=2,2006,2006,1120,464977.460000,4512511.370000,Harvest,NEG,15865
MD,M,>=2,2006,2006,1120,464977.460000,4512511.370000,Harvest,NEG,15865
MD,F,>=2,2006,2006,1105,464992.290000,4513286.960000,Harvest,NEG,15865
MD,M,>=2,2006,2006,1108,465648.380000,4518350.170000,Harvest,NEG,15867
MD,M,1,2006,2006,1124,465826.470000,4509336.270000,Harvest,POS,15864
MD,M,>=2,2006,2006,1201,466352.560000,4485844.410000,Harvest,NEG,15856
MD,F,>=2,2006,2006,1205,466372.060000,4488281.580000,Harvest,NEG,15857
MD,M,>=2,2006,2006,1205,466372.060000,4488281.580000,Harvest,POS,15857
MD,M,>=2,2006,2006,1021,466400.170000,4526560.850000,Harvest,NEG,15870
MD,M,>=2,2006,2006,1120,466400.170000,4526560.850000,Harvest,NEG,15870
MD,M,>=2,2006,2006,1119,466431.920000,4489134.890000,Harvest,NEG,15857
MD,M,>=2,2006,2006,1121,466564.250000,4515801.930000,Harvest,NEG,15866
MD,M,1,2006,2006,1113,466609.270000,4510943.900000,Harvest,NEG,15864
MD,F,<1,2006,2006,1121,466885.000000,4503698.000000,Harvest,NEG,15862
MD,M,>=2,2006,2006,1122,467200.170000,4526560.850000,Harvest,NEG,16019
MD,M,>=2,2006,2006,1115,467219.870000,4525725.040000,Harvest,NEG,16018
MD,M,>=2,2006,2006,1105,467409.940000,4512534.180000,Harvest,NEG,16014
MD,M,>=2,2006,2006,1024,467487.000000,4507399.930000,Harvest,NEG,16012
MD,M,>=2,2006,2006,1121,468151.480000,4493276.700000,Harvest,NEG,16008
MD,M,>=2,2006,2006,1104,468193.260000,4515809.370000,Harvest,NEG,16015
MD,M,1,2006,2006,1030,468249.020000,4511747.070000,Harvest,NEG,16014
MD,M,>=2,2006,2006,1113,468316.930000,4505339.180000,Harvest,NEG,16012
MD,M,>=2,2006,2006,1120,468779.670000,4531424.180000,Harvest,POS,16020
MD,M,1,2006,2006,1120,468786.270000,4533065.520000,Harvest,NEG,16021
MD,M,>=2,2006,2006,1120,468786.270000,4533065.520000,Harvest,NEG,16021
MD,M,>=2,2006,2006,1120,468839.920000,4527361.990000,Harvest,NEG,16019
MD,M,>=2,2006,2006,1108,468871.270000,4524915.560000,Harvest,NEG,16018
MD,M,1,2006,2006,1120,468890.730000,4489981.160000,Harvest,NEG,16006
MD,M,<1,2006,2006,1109,468920.440000,4519167.240000,Harvest,NEG,16016
MD,M,>=2,2006,2006,1107,469049.020000,4512547.070000,Harvest,NEG,16014
MD,M,>=2,2006,2006,1122,469098.530000,4508549.330000,Harvest,NEG,16013
MD,F,>=2,2006,2006,1120,469098.530000,4509349.330000,Harvest,NEG,16013
MD,M,>=2,2006,2006,1117,469098.530000,4509349.330000,Harvest,NEG,16013
MD,M,>=2,2006,2006,1023,469116.930000,4505339.180000,Harvest,NEG,16012
MD,M,>=2,2006,2006,1116,469116.930000,4505339.180000,Harvest,NEG,16012
MD,M,>=2,2006,2006,1023,469735.100000,4523258.200000,Harvest,NEG,16018
MD,M,>=2,2006,2006,1101,469758.940000,4494106.060000,Harvest,NEG,16008
MD,M,>=2,2006,2006,1021,469882.610000,4511772.170000,Harvest,POS,16014
MD,M,>=2,2006,2006,1117,470212.420000,4507778.880000,Harvest,NEG,16161
MD,M,>=2,2006,2006,1116,470429.420000,4534763.590000,Harvest,NEG,16170
MD,M,>=2,2006,2006,1116,470429.420000,4534763.590000,Harvest,NEG,16170
MD,M,>=2,2006,2006,1105,470477.570000,4528151.450000,Harvest,POS,16168
MD,M,>=2,2006,2006,1108,470492.240000,4484301.210000,Harvest,NEG,16154
MD,F,<1,2006,2006,1030,470599.000000,4535555.000000,Harvest,NEG,16171
MD,M,1,2006,2006,1115,470652.570000,4513371.050000,Harvest,NEG,16163
MD,M,>=2,2006,2006,1119,471251.310000,4534758.610000,Harvest,NEG,16170
MD,M,1,2006,2006,1121,471365.990000,4521615.910000,Harvest,NEG,16166
MD,M,>=2,2006,2006,1117,471368.970000,4524052.040000,Harvest,NEG,16167
MD,M,>=2,2006,2006,1121,471382.870000,4520340.080000,Harvest,NEG,16166
MD,M,>=2,2006,2006,1111,471397.760000,4519967.310000,Harvest,NEG,16165
MD,M,1,2006,2006,1108,471400.290000,4518328.260000,Harvest,NEG,16165
MD,M,1,2006,2006,1024,471400.290000,4519128.260000,Harvest,NEG,16165
MD,M,1,2006,2006,1106,471444.010000,4503842.870000,Harvest,NEG,16160
MD,M,>=2,2006,2006,1106,471444.010000,4503842.870000,Harvest,NEG,16160
MD,M,>=2,2006,2006,1122,472067.340000,4533884.910000,Harvest,NEG,16170
MD,M,>=2,2006,2006,1122,472067.340000,4533884.910000,Harvest,NEG,16170
MD,M,>=2,2006,2006,1122,472067.340000,4533884.910000,Harvest,POS,16170
MD,M,>=2,2006,2006,1024,472197.760000,4520767.310000,Harvest,NEG,16166
MD,F,>=2,2006,2006,0914,472200.290000,4519128.260000,Harvest,NEG,16165
MD,M,>=2,2006,2006,1117,472240.260000,4515021.910000,Harvest,NEG,16164
MD,M,>=2,2006,2006,1109,472273.630000,4499098.260000,Harvest,NEG,16159
MD,M,>=2,2006,2006,1120,472273.630000,4499098.260000,Harvest,NEG,16159
MD,M,1,2006,2006,1109,472359.920000,4508567.060000,Harvest,NEG,16162
MD,F,>=2,2006,2006,1024,472965.180000,4487600.170000,Harvest,NEG,16155
MD,M,>=2,2006,2006,1019,472965.180000,4487600.170000,Harvest,NEG,16155
MD,M,>=2,2006,2006,0918,473038.650000,4520759.360000,Harvest,NEG,16315
MD,M,>=2,2006,2006,1023,473038.650000,4520759.360000,Harvest,NEG,16315
MD,M,>=2,2006,2006,1024,473063.110000,4517497.810000,Harvest,NEG,16314
MD,F,>=2,2006,2006,1205,473118.630000,4497540.300000,Harvest,NEG,16307
MD,M,>=2,2006,2006,1120,473131.900000,4506998.170000,Harvest,NEG,16310
MD,M,>=2,2006,2006,1121,473131.900000,4506998.170000,Harvest,NEG,16310
MD,M,>=2,2006,2006,1023,473151.070000,4509359.760000,Harvest,NEG,16311
MD,M,>=2,2006,2006,1023,473849.600000,4519124.960000,Harvest,NEG,16314
MD,M,>=2,2006,2006,1119,473849.600000,4519124.960000,Harvest,NEG,16314
MD,M,>=2,2006,2006,1120,473849.600000,4519124.960000,Harvest,POS,16314
MD,M,1,2006,2006,0912,473864.150000,4504677.060000,Harvest,NEG,16309
MD,M,>=2,2006,2006,1109,473864.150000,4504677.060000,Harvest,NEG,16309
MD,F,>=2,2006,2006,1115,473926.100000,4506225.440000,Harvest,NEG,16310
MD,M,>=2,2006,2006,1106,473926.100000,4506225.440000,Harvest,NEG,16310
MD,F,>=2,2006,2006,1207,474102.660000,4457315.070000,Harvest,NEG,16294
MD,F,>=2,2006,2006,0911,474310.400000,4470863.790000,Harvest,NEG,16298
MD,M,>=2,2006,2006,1108,474708.350000,4518310.280000,Harvest,NEG,16314
MD,F,>=2,2006,2006,1108,474708.350000,4518310.280000,Harvest,POS,16314
MD,M,>=2,2006,2006,1022,474915.680000,4464650.040000,Harvest,NEG,16296
MD,M,>=2,2006,2006,1105,474915.680000,4464650.040000,Harvest,NEG,16296
MD,M,>=2,2006,2006,1024,474929.710000,4460655.200000,Harvest,POS,16295
MD,M,>=2,2006,2006,1118,474929.710000,4461455.200000,Harvest,NEG,16295
MD,M,>=2,2006,2006,1107,475355.880000,4487625.040000,Harvest,NEG,16304
MD,M,>=2,2006,2006,1028,475360.440000,4490033.260000,Harvest,NEG,16305
MD,M,>=2,2006,2006,1107,475372.730000,4529838.910000,Harvest,POS,16318
MD,M,>=2,2006,2006,1116,475539.720000,4499955.570000,Harvest,NEG,16308
MD,M,1,2006,2006,1105,475707.700000,4458136.760000,Harvest,NEG,16294
MD,M,>=2,2006,2006,1118,475714.260000,4465342.490000,Harvest,NEG,16296
MD,M,>=2,2006,2006,1121,475716.020000,4459778.640000,Harvest,NEG,16294
MD,F,>=2,2006,2006,1004,475729.710000,4461455.200000,Harvest,NEG,16295
MD,F,>=2,2006,2006,1004,475729.710000,4461455.200000,Harvest,NEG,16295
MD,M,>=2,2006,2006,1016,475948.820000,4468481.000000,Harvest,NEG,16297
MD,M,>=2,2006,2006,1117,475975.390000,4474774.550000,Harvest,NEG,16299
MD,F,>=2,2006,2006,1103,476027.520000,4479610.110000,Harvest,NEG,16450
MD,F,>=2,2006,2006,1023,476122.670000,4484390.460000,Harvest,NEG,16452
MD,M,>=2,2006,2006,1106,476122.670000,4485190.460000,Harvest,POS,16452
MD,M,>=2,2006,2006,1030,476191.270000,4489277.140000,Harvest,NEG,16453
MD,M,>=2,2006,2006,1120,476219.920000,4528228.710000,Harvest,POS,16466
MD,M,>=2,2006,2006,1022,476900.400000,4483609.520000,Harvest,NEG,16451
MD,M,>=2,2006,2006,1118,476900.400000,4483609.520000,Harvest,NEG,16451
MD,M,>=2,2006,2006,1023,477019.920000,4528228.710000,Harvest,NEG,16466
MD,M,>=2,2006,2006,1024,477150.140000,4497546.740000,Harvest,NEG,16456
MD,M,>=2,2006,2006,1119,477150.140000,4498346.740000,Harvest,NEG,16456
MD,M,>=2,2006,2006,1118,477150.140000,4498346.740000,Harvest,POS,16456
MD,M,1,2006,2006,1111,477189.870000,4513424.360000,Harvest,NEG,16461
MD,F,>=2,2006,2006,1007,477651.020000,4474055.530000,Harvest,NEG,16448
MD,M,>=2,2006,2006,1027,477791.920000,4534733.000000,Harvest,NEG,16468
MD,M,>=2,2006,2006,1108,477793.710000,4537587.960000,Harvest,NEG,16469
MD,M,>=2,2006,2006,1016,477839.430000,4484439.150000,Harvest,NEG,16452
MD,F,>=2,2006,2006,1207,477896.270000,4495023.910000,Harvest,NEG,16455
MD,F,>=2,2006,2006,0917,477932.240000,4496740.230000,Harvest,NEG,16456
MD,M,>=2,2006,2006,1112,477965.560000,4519957.300000,Harvest,NEG,16463
MD,M,>=2,2006,2006,1114,477973.900000,4508585.780000,Harvest,POS,16460
MD,M,>=2,2006,2006,1023,477974.470000,4518338.600000,Harvest,POS,16463
MD,F,>=2,2006,2006,1228,478179.510000,4460516.290000,Harvest,NEG,16444
MD,F,>=2,2006,2006,0919,478213.300000,4457267.450000,Harvest,NEG,16443
MD,M,>=2,2006,2006,1022,478576.730000,4533902.730000,Harvest,NEG,16468
MD,M,>=2,2006,2006,0914,478577.660000,4530663.440000,Harvest,POS,16467
